66.963, -140.652, -446.910, 21.970, -46.147, -146.629, 318.000, 0.060, 0.120
68.776, 96.286, -419.393, 18.587, 26.021, -113.341, 318.000, 0.037, 0.263
64.097, -248.373, -383.880, 19.949, -77.302, -119.476, 318.000, 0.050, 0.419
-97.082, -181.201, -399.522, -28.372, -52.955, -116.757, 318.000, 0.049, 0.576
24.057, -73.836, -446.362, 7.172, -22.012, -133.068, 318.000, 0.048, 0.731
10.915, -14.491, -441.587, 3.061, -4.064, -123.855, 318.000, 0.048, 0.885
18.160, -41.417, -445.123, 5.253, -11.980, -128.752, 318.000, 0.050, 1.041
96.917, -205.304, -415.683, 31.847, -67.464, -136.595, 318.000, 0.051, 1.197
79.848, 232.928, -319.175, 16.860, 49.182, -67.393, 318.000, 0.051, 1.353
283.187, -238.793, -281.181, 89.548, -75.510, -88.914, 318.000, 0.050, 1.510
112.289, 75.042, -423.607, 31.977, 21.370, -120.632, 318.000, 0.050, 1.666
69.903, -6.920, -437.409, 19.726, -1.953, -123.432, 318.000, 0.048, 1.819
-59.316, -152.114, -423.981, -17.799, -45.645, -127.224, 318.000, 0.051, 1.977
-111.927, -158.983, -399.497, -31.817, -45.193, -113.563, 318.000, 0.048, 2.133
21.073, -152.565, -427.605, 6.329, -45.819, -128.419, 318.000, 0.047, 2.286
-22.338, -174.084, -417.584, -6.656, -51.871, -124.425, 318.000, 0.050, 2.442
30.204, -63.298, -456.140, 9.392, -19.682, -141.834, 318.000, 0.050, 2.599
-11.441, -122.248, -440.817, -3.490, -37.294, -134.478, 318.000, 0.048, 2.754
115.959, -8.049, -433.279, 33.759, -2.343, -126.139, 318.000, 0.052, 2.911
103.041, -37.963, -436.539, 30.248, -11.144, -128.146, 318.000, 0.049, 3.066
-24.172, -62.825, -452.999, -7.388, -19.202, -138.453, 318.000, 0.052, 3.224
51.823, 0.787, -435.344, 14.234, 0.216, -119.573, 318.000, 0.049, 3.379
5.540, 18.108, -435.498, 1.499, 4.898, -117.798, 318.000, 0.049, 3.535
-62.859, -26.580, -419.744, -15.854, -6.704, -105.866, 318.000, 0.049, 3.690
31.483, -37.653, -418.918, 7.747, -9.265, -103.078, 318.000, 0.049, 3.847
68.021, -1.191, -423.747, 17.620, -0.308, -109.767, 318.000, 0.049, 4.001
24.934, -68.231, -429.883, 6.747, -18.464, -116.328, 318.000, 0.050, 4.159
-36.127, -45.291, -435.297, -9.966, -12.493, -120.077, 318.000, 0.048, 4.312
52.857, 46.350, -426.842, 14.002, 12.278, -113.069, 318.000, 0.051, 4.468
171.479, 8.661, -387.360, 42.781, 2.161, -96.639, 318.000, 0.050, 4.625
162.259, 38.319, -398.837, 42.896, 10.130, -105.439, 318.000, 0.049, 4.780
194.204, 113.570, -367.647, 50.923, 29.780, -96.402, 318.000, 0.050, 4.935
113.473, -75.385, -435.303, 34.362, -22.828, -131.818, 318.000, 0.051, 5.092
60.039, -163.047, -413.447, 17.467, -47.435, -120.283, 318.000, 0.048, 5.247
44.736, -103.797, -443.021, 13.621, -31.604, -134.891, 318.000, 0.049, 5.403
26.129, -12.395, -438.104, 7.204, -3.418, -120.795, 318.000, 0.049, 5.560
99.531, 60.352, -447.555, 31.088, 18.851, -139.793, 318.000, 0.047, 5.713
132.251, 138.903, -373.539, 32.094, 33.708, -90.649, 318.000, 0.051, 5.869
126.661, 64.631, -415.350, 34.915, 17.816, -114.493, 318.000, 0.050, 6.027
128.149, -31.558, -421.250, 35.834, -8.825, -117.795, 318.000, 0.047, 6.180
143.931, -27.542, -424.688, 42.052, -8.047, -124.080, 318.000, 0.050, 6.336
187.683, 39.245, -379.670, 47.364, 9.904, -95.815, 318.000, 0.051, 6.493
124.257, -104.750, -424.731, 37.368, -31.502, -127.731, 318.000, 0.048, 6.647
146.087, -45.096, -425.573, 43.355, -13.383, -126.300, 318.000, 0.051, 6.804
165.357, 102.710, -381.500, 42.582, 26.450, -98.242, 318.000, 0.049, 6.959
111.708, 28.688, -419.451, 30.049, 7.717, -112.831, 318.000, 0.050, 7.115
247.063, -5.572, -357.879, 66.415, -1.498, -96.205, 318.000, 0.050, 7.271
77.690, 1.653, -443.112, 22.774, 0.485, -129.892, 318.000, 0.049, 7.427
135.808, 121.204, -385.751, 34.559, 30.843, -98.162, 318.000, 0.050, 7.582
86.258, -3.330, -446.591, 25.953, -1.002, -134.370, 318.000, 0.050, 7.738
106.646, 136.212, -386.509, 26.559, 33.922, -96.256, 318.000, 0.050, 7.894
87.229, 36.452, -420.727, 22.902, 9.571, -110.464, 318.000, 0.050, 8.049
42.172, -53.823, -448.623, 12.620, -16.107, -134.253, 318.000, 0.050, 8.204
